order_index,capture_id,order_key_sha256,url
28,47331988,3a3b4b2bcc975cbcea8805b5e9458ed14dbe5e3ec6cf52dde5c170da76360cf4,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47331988.tar
29,47331963,3db3821c0d1e6ce9a723a5afd9ca9a9aec1fda28bac33db2109a4367c04a766f,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47331963.tar
30,47430475,41f332cece26961569c44117987a372457b36489f1eeac45559ff2d3115b449b,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47430475.tar
31,47333923,4df26d91cb217b6381284589e8ddd74c79885cc75df7e69f05ec089654a199d9,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47333923.tar
32,42899611,5392ccb7b81aa6483b62ab63d8f1f1403add8a68e51f11086dfceb48ec92aefb,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42899611.tar
33,47895552,54815b213946982c3f1efc1c8b6d2ea0faee433a175b69f77fbca8ea8ce4f7f2,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47895552.tar
34,47895341,55a0a8f77d81e0cf24d0483bfdc5e98915926f732d0c023d8527bc63946b4373,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47895341.tar
35,45261143,570f6abc5fde549570841c81921a7a79439aac10a832311ef37afbd686d7d544,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45261143.tar
36,47204605,5734e1f59b9a08babd66a0dfdab63ca6faef09984309a44eed5a2a5e87ce564b,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47204605.tar
37,42899617,57743b378fc118534cd5dbac33fcc093be3b7faa9f064b5e3b57acb106e11532,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42899617.tar
38,45261631,58b5fed7a3e1ba72b6e62f5011775f0c71af5a9d68956295052e83e8b169cebc,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45261631.tar
39,48018730,5b07cfd4329dc2aacec0c130a8368b100b8726ca627650b12e54fb8512624866,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48018730.tar
40,42898570,5f4c56cbdee5ea44c631aee55563a4dc331dbd14adea52b289966b1f30700eeb,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42898570.tar
41,42899729,6192e59c7836a7bb5b4f8706d71f1bbd0c2fcc579c306f773c06114b41b7c33b,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42899729.tar
42,47331661,65d53a59c1a0ba5c91a58d51b78bc67403bb623f51704adda741e48449e007f2,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47331661.tar
43,47332000,65d7a0d280e7da2353595bdcfd53815b6ac34a4e6818ad8229af681fdc1b6055,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47332000.tar
44,47333440,66bedadb891789602ca80975d54c98607275e2b5a9ca3835788d218b9bcd5b17,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47333440.tar
45,45261121,67c2c05a7ebb6688f481a66cb86cd3be31523a71078ef6f3075c342a7492319f,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45261121.tar
46,42897647,6c1c88b8d0e3c75ba250b1be843b5d9507674f1ff45568bbb5f39312765f1f05,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42897647.tar
47,47334234,6db31f9c6e78fe19df2687ebe2028118c0c1bc5719ad3f536e83637d2c9d3a88,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47334234.tar
48,42898486,6ed070c50e80add5aa2f1508a9b0af716bbf18ecb68a013f643f06d1bb4de82e,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42898486.tar
49,43896321,7125dd341e3103c082832eb3e565feeaa4e2e3e47fa2bb4284d9152b169368de,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-43896321.tar
50,47333431,7511588e9d10ed3cf6bf45c6f306786c355db099021f8aaf008982f0fec8f366,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47333431.tar
51,47204573,75ddd55bbb6907d431a017579914925c9943ec175eb4b27f49354b2ddceb6f23,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47204573.tar
52,47332885,78832d5c795618cd455980b64eccd1845d7432957754932cc35e1306c14a1e96,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47332885.tar
53,45261587,7cb021fd9a839951ff8c5212704a2ef3118ab45ef375122510a64f7ac66dc9d4,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45261587.tar
54,42898538,7d4452aa3a04ce484ffa607114aa7e470e469ae16be6c5f0f7b459cffca6133d,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42898538.tar
55,47331971,7e460c815f2ada6671b94ade9bc9baef624eec47209f1063f9d22b9bb9347845,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47331971.tar
56,47333452,8003161d38bfa937b38a18f2d3b0be79ba72fa98c7f0fab7e37f95441273f9f3,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47333452.tar
57,48458654,8497406473b68e7f8001a5216ded917ddf01fcc32de7520b834d407273190868,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48458654.tar
58,48018559,87d56e825f62d8058cefc2f59dfa3d796e60e6c8dbe6eba5c9a11d7f5db57ace,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48018559.tar
59,45663164,8baf624f6b40b69dcf023bb215a616132f90f7ec386254742615c0bc8caf3e3b,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45663164.tar
60,42897692,9009c5c264813f1e1f23ca5027af6ef58d7bbc8967e02518bd6ec6dc7c990fe3,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42897692.tar
61,47430485,902f0d0e321665648f71f714f5b0ec5bab895a01955e8a550bf81d317116f925,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47430485.tar
62,47331319,914e76f5780f470c22048fc3d74fef4cb74523b376550807e3b7a8aa4bebfd94,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47331319.tar
63,47333927,925db8ebdd719412cbbc7edd1b713d53f63b677f6e4329c01b414c0c153fca68,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47333927.tar
64,42897688,932faa845073fddeaa2a0461abfa0909a33246096af38757a2e3bc25a6e0e2c8,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42897688.tar
65,48018367,9a16c545daeca93cfa451fe8bbdb88a73070729a62acf49501e24aa58c7ab3a7,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48018367.tar
66,48458481,9e59072e0c896772fc5e48d7e07a83d6ade1ec59812de197953647ad1645aeff,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48458481.tar
67,45261133,a256010d71420965d5dfc0f69d1180b73217462ee7c1a77887f03a37a9eae343,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45261133.tar
68,47334239,a4698038e8b816e411863c0f537506049909985342e0cf833c6b72c4864546b2,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47334239.tar
69,47115452,a4c2ebf29f68dcf19e0d48e824b2541e6f881b6a8bc535069e3a231d23c16ef4,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47115452.tar
70,47895534,a7cd6d5c32b96ac2802a37196c8dbe1a79682b9a8fccc528a0176cb69ee5c0ea,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47895534.tar
71,47204559,a7d6daad20cd156657bd9fe065c460ec743e712975d3f46dccc2cc7249c2ffae,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47204559.tar
72,47331068,aa7c54706fae27839ad841a77738de38ee0c31ddb412d8659969abf999477dda,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47331068.tar
73,47332915,aa94795555cb881fd690b4a9b20c00786e5815c81b927a381c465628aec2d698,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47332915.tar
74,48018737,b11616abe9c6fa18c0363f8190063d6d44228eb72e650e0166db6540379044b8,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48018737.tar
75,42897552,b3a705fc610472ae8a0903c37445fef8cb20f00056d90951b00a7ad4332145c8,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42897552.tar
76,47331651,b9aaa8a7d815c5074d1b3eb3777ac76e4c49a78f22ed68d4aef921e135af6757,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47331651.tar
77,45260903,bc17cc6db222f68cfde74bf6230589ecbf728e8f4901a5bbdae0c103940bcbc2,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45260903.tar
78,42897538,bdce4b9a785c8253e28014e895dc324af4af30df59f3ce48ed4308ca31e8ec7e,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42897538.tar
79,47204552,bde42da25b0c6858137a361a573a3da244686d2883f35761f2e86b7bdfb3454c,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47204552.tar
80,47334256,c5b2aeb9d2831033a8c068108c11af4207e6e11dbec686303236e35eed261458,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47334256.tar
81,45662981,c7573cb27a20ae73a77ff00d129873f15ef07ca8f9ea3d521a25f2d2708245e3,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45662981.tar
82,47331262,cd9be488c4c5e11935d4d9220f834607f77ee30642bb225b99b4e6faf85a5af4,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47331262.tar
83,42899736,d05a3745c6399fecf69c0e6af425f5a957338d435f560c859330a11b01b3b00c,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42899736.tar
84,42446540,d319dca6eb6e913f04ebb53ad9e198e9bf0e346f748153093f50bed3549e50d1,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42446540.tar
85,47334115,d875e24adc03ca5e7edaf7a4540c92c4545ce8b436c8532c42047ff4713cc6bc,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47334115.tar
86,42897501,d894d8609095b4514714ac5fcae0c42d563c83e8232259a78fdac2fffa16ce5e,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42897501.tar
87,47895542,d96813aec0e574c451f716c44ab8c3a8a8cb4415328e741ef3efda00ff953955,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47895542.tar
88,48458415,ddaa5253b877e719441cce1eb495dfb350f6db03ca9c2667e7d970d1fff8bf0e,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48458415.tar
89,45663149,dedec926fe5db137910da3cd4449ebfb77277c55b9e5b6a974c35de14a1f4b02,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45663149.tar
90,48018345,df1ca17feca63904e01d1b8ec3bd7d52006c25070521e71f82973a6008b8e5c0,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48018345.tar
91,48018375,e0fd9c0841dfb5d017e8b24f3c48d83cb9b15dfc6448b109e6bd893453e4151c,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48018375.tar
92,45663113,e2ae05fd33c5400242a779e29fbfdd9bf49d9f6dc2e154eff3f8a9b913e5c2b8,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-45663113.tar
93,43896260,e6d3e271d09a56defe9914a74ce97d8e8b3988a4920aa699a92d11810f78e193,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-43896260.tar
94,42899691,e8236db6d550481550342c187a14820d8f02a3253b72a8a2983b913d77f91df6,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42899691.tar
95,47332893,ec9753dc80c2ded8594300a10431d097c2661e94a68686afd3bdd24d865e495e,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47332893.tar
96,48458647,ee0fa0ed2f1cf80c71e1814c924115a4f049dad859ac59535e3123939d55ed94,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48458647.tar
97,48018947,f0f4abb03be76238ffd378e2d6e56c9be242ccf09d368dfd9f676e85d193d078,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-48018947.tar
98,42898849,f120d4c1f533c229863093059052db666d6924e21347d3af2b8205febb8892dd,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42898849.tar
99,42898811,f64fe3b0584964ac824ee0ebdcf7a2353f82420a61742661514317a1e5091110,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42898811.tar
100,42898521,f84646fc05cd0132aac3f99bd4455c481402972ca65e164caec02638dafe1bd0,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42898521.tar
101,47333916,fb39877e60451053a72def9f443f53506bc1ca067f989a304b629efc42e3ddae,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-47333916.tar
102,42899725,fc8742a5156e686a90dc3faafccdfa70cf23d1abb2887a60b448253493efdd42,https://ml-site.cdn-apple.com/datasets/ca1m/val/ca1m-val-42899725.tar
